dataset,person_id,before_age,variant_filename,variant_number,makeup_age,delta,person_mean_delta,total_variants
FFHQ,000004,18.804052352905273,makeup_05.jpg,05,26.4415340423584,7.637481689453125,3.4430580139160156,5
FFHQ,000006,24.562583923339844,makeup_01.jpg,01,22.78675651550293,-1.775827407836914,-1.9958198547363288,5
FFHQ,000006,24.562583923339844,makeup_02.jpg,02,24.480791091918945,-0.08179283142089844,-1.9958198547363288,5
FFHQ,000006,24.562583923339844,makeup_03.jpg,03,16.790578842163086,-7.772005081176758,-1.9958198547363288,5
FFHQ,000006,24.562583923339844,makeup_04.jpg,04,22.70257568359375,-1.8600082397460938,-1.9958198547363288,5
FFHQ,000006,24.562583923339844,makeup_05.jpg,05,26.073118209838867,1.5105342864990234,-1.9958198547363288,5
FFHQ,000007,7.114710807800293,makeup_01.jpg,01,12.625563621520996,5.510852813720703,4.608666801452637,5
FFHQ,000007,7.114710807800293,makeup_02.jpg,02,10.716354370117188,3.6016435623168945,4.608666801452637,5
FFHQ,000007,7.114710807800293,makeup_03.jpg,03,11.68892765045166,4.574216842651367,4.608666801452637,5
FFHQ,000007,7.114710807800293,makeup_04.jpg,04,10.853996276855469,3.739285469055176,4.608666801452637,5
FFHQ,000007,7.114710807800293,makeup_05.jpg,05,12.732046127319336,5.617335319519043,4.608666801452637,5
FFHQ,000008,62.54623031616211,makeup_01.jpg,01,26.38909149169922,-36.15713882446289,-45.33717308044434,5
FFHQ,000008,62.54623031616211,makeup_02.jpg,02,20.24720573425293,-42.29902458190918,-45.33717308044434,5
FFHQ,000008,62.54623031616211,makeup_03.jpg,03,11.7918119430542,-50.75441837310791,-45.33717308044434,5
FFHQ,000008,62.54623031616211,makeup_04.jpg,04,11.492615699768066,-51.05361461639404,-45.33717308044434,5
FFHQ,000008,62.54623031616211,makeup_05.jpg,05,16.124561309814453,-46.421669006347656,-45.33717308044434,5
FFHQ,000010,4.027698993682861,makeup_01.jpg,01,8.707590103149414,4.679891109466553,2.5215353965759277,5
FFHQ,000010,4.027698993682861,makeup_02.jpg,02,5.740989685058594,1.7132906913757324,2.5215353965759277,5
FFHQ,000010,4.027698993682861,makeup_03.jpg,03,6.756319999694824,2.728621006011963,2.5215353965759277,5
FFHQ,000010,4.027698993682861,makeup_04.jpg,04,6.743155002593994,2.715456008911133,2.5215353965759277,5
FFHQ,000010,4.027698993682861,makeup_05.jpg,05,4.798117160797119,0.7704181671142578,2.5215353965759277,5
FFHQ,000011,53.18749237060547,makeup_01.jpg,01,25.078508377075195,-28.108983993530273,-28.635272979736328,5
FFHQ,000011,53.18749237060547,makeup_02.jpg,02,19.69416046142578,-33.49333190917969,-28.635272979736328,5
FFHQ,000011,53.18749237060547,makeup_03.jpg,03,33.57963180541992,-19.607860565185547,-28.635272979736328,5
FFHQ,000011,53.18749237060547,makeup_04.jpg,04,25.451648712158203,-27.735843658447266,-28.635272979736328,5
FFHQ,000011,53.18749237060547,makeup_05.jpg,05,18.9571475982666,-34.23034477233887,-28.635272979736328,5
FFHQ,000014,2.683856248855591,makeup_01.jpg,01,4.862856864929199,2.1790006160736084,1.5398496150970455,5
FFHQ,000014,2.683856248855591,makeup_02.jpg,02,4.24599027633667,1.562134027481079,1.5398496150970455,5
FFHQ,000014,2.683856248855591,makeup_03.jpg,03,3.9823617935180664,1.2985055446624756,1.5398496150970455,5
FFHQ,000014,2.683856248855591,makeup_04.jpg,04,4.287708759307861,1.6038525104522705,1.5398496150970455,5
FFHQ,000014,2.683856248855591,makeup_05.jpg,05,3.7396116256713867,1.055755376815796,1.5398496150970455,5
FFHQ,000016,19.04777717590332,makeup_01.jpg,01,14.666077613830566,-4.381699562072754,-1.2562227249145508,5
FFHQ,000016,19.04777717590332,makeup_02.jpg,02,31.790382385253906,12.742605209350586,-1.2562227249145508,5
FFHQ,000016,19.04777717590332,makeup_03.jpg,03,12.377427101135254,-6.670350074768066,-1.2562227249145508,5
FFHQ,000016,19.04777717590332,makeup_04.jpg,04,13.481514930725098,-5.566262245178223,-1.2562227249145508,5
FFHQ,000016,19.04777717590332,makeup_05.jpg,05,16.642370223999023,-2.405406951904297,-1.2562227249145508,5
FFHQ,000017,37.48993682861328,makeup_01.jpg,01,23.723291397094727,-13.766645431518555,-18.33765277862549,5
FFHQ,000017,37.48993682861328,makeup_02.jpg,02,14.732522964477539,-22.757413864135742,-18.33765277862549,5
FFHQ,000017,37.48993682861328,makeup_03.jpg,03,20.88360023498535,-16.60633659362793,-18.33765277862549,5
FFHQ,000017,37.48993682861328,makeup_04.jpg,04,24.976560592651367,-12.513376235961914,-18.33765277862549,5
FFHQ,000017,37.48993682861328,makeup_05.jpg,05,11.44544506072998,-26.0444917678833,-18.33765277862549,5
FFHQ,000018,50.86843490600586,makeup_01.jpg,01,27.777864456176758,-23.0905704498291,-31.7400333404541,5
FFHQ,000018,50.86843490600586,makeup_02.jpg,02,16.28864860534668,-34.57978630065918,-31.7400333404541,5
FFHQ,000018,50.86843490600586,makeup_03.jpg,03,16.9261531829834,-33.94228172302246,-31.7400333404541,5
FFHQ,000018,50.86843490600586,makeup_04.jpg,04,17.8027400970459,-33.06569480895996,-31.7400333404541,5
FFHQ,000018,50.86843490600586,makeup_05.jpg,05,16.846601486206055,-34.021833419799805,-31.7400333404541,5
FFHQ,000019,31.883169174194336,makeup_01.jpg,01,25.180147171020508,-6.703022003173828,-8.121583557128908,5
FFHQ,000019,31.883169174194336,makeup_02.jpg,02,21.878503799438477,-10.00466537475586,-8.121583557128908,5
FFHQ,000019,31.883169174194336,makeup_03.jpg,03,27.753000259399414,-4.130168914794922,-8.121583557128908,5
FFHQ,000019,31.883169174194336,makeup_04.jpg,04,25.545141220092773,-6.3380279541015625,-8.121583557128908,5
FFHQ,000019,31.883169174194336,makeup_05.jpg,05,18.451135635375977,-13.43203353881836,-8.121583557128908,5
FFHQ,000020,16.613039016723633,makeup_01.jpg,01,10.984073638916016,-5.628965377807617,-4.160831642150878,5
FFHQ,000020,16.613039016723633,makeup_02.jpg,02,12.787093162536621,-3.8259458541870117,-4.160831642150878,5
FFHQ,000020,16.613039016723633,makeup_03.jpg,03,10.67191219329834,-5.941126823425293,-4.160831642150878,5
FFHQ,000020,16.613039016723633,makeup_04.jpg,04,12.935103416442871,-3.6779356002807617,-4.160831642150878,5
FFHQ,000020,16.613039016723633,makeup_05.jpg,05,14.882854461669922,-1.730184555053711,-4.160831642150878,5
FFHQ,000022,23.113792419433594,makeup_01.jpg,01,17.757177352905273,-5.35661506652832,-4.971112442016601,5
FFHQ,000022,23.113792419433594,makeup_02.jpg,02,21.573556900024414,-1.5402355194091797,-4.971112442016601,5
FFHQ,000022,23.113792419433594,makeup_03.jpg,03,16.916200637817383,-6.197591781616211,-4.971112442016601,5
FFHQ,000022,23.113792419433594,makeup_04.jpg,04,17.49835968017578,-5.6154327392578125,-4.971112442016601,5
FFHQ,000022,23.113792419433594,makeup_05.jpg,05,16.96810531616211,-6.145687103271484,-4.971112442016601,5
FFHQ,000025,27.05291175842285,makeup_01.jpg,01,16.75470542907715,-10.298206329345703,-12.246752738952637,5
FFHQ,000025,27.05291175842285,makeup_02.jpg,02,14.0162353515625,-13.036676406860352,-12.246752738952637,5
FFHQ,000025,27.05291175842285,makeup_03.jpg,03,13.1478271484375,-13.905084609985352,-12.246752738952637,5
FFHQ,000025,27.05291175842285,makeup_04.jpg,04,14.354758262634277,-12.698153495788574,-12.246752738952637,5
FFHQ,000025,27.05291175842285,makeup_05.jpg,05,15.757268905639648,-11.295642852783203,-12.246752738952637,5
FFHQ,000027,63.94807815551758,makeup_01.jpg,01,22.91886329650879,-41.02921485900879,-42.0848876953125,5
FFHQ,000027,63.94807815551758,makeup_02.jpg,02,20.03553009033203,-43.91254806518555,-42.0848876953125,5
FFHQ,000027,63.94807815551758,makeup_03.jpg,03,19.706789016723633,-44.241289138793945,-42.0848876953125,5
FFHQ,000027,63.94807815551758,makeup_04.jpg,04,23.295804977416992,-40.652273178100586,-42.0848876953125,5
FFHQ,000027,63.94807815551758,makeup_05.jpg,05,23.358964920043945,-40.58911323547363,-42.0848876953125,5
FFHQ,000030,3.8801021575927734,makeup_01.jpg,01,13.030266761779785,9.150164604187012,6.4938007354736325,5
FFHQ,000030,3.8801021575927734,makeup_02.jpg,02,9.80420207977295,5.924099922180176,6.4938007354736325,5
FFHQ,000030,3.8801021575927734,makeup_03.jpg,03,11.615535736083984,7.735433578491211,6.4938007354736325,5
FFHQ,000030,3.8801021575927734,makeup_04.jpg,04,6.333243370056152,2.453141212463379,6.4938007354736325,5
FFHQ,000030,3.8801021575927734,makeup_05.jpg,05,11.08626651763916,7.206164360046387,6.4938007354736325,5
FFHQ,000031,54.5500373840332,makeup_01.jpg,01,21.726539611816406,-32.8234977722168,-38.01723041534424,5
FFHQ,000031,54.5500373840332,makeup_02.jpg,02,17.81085205078125,-36.73918533325195,-38.01723041534424,5
FFHQ,000031,54.5500373840332,makeup_03.jpg,03,10.71592903137207,-43.83410835266113,-38.01723041534424,5
FFHQ,000031,54.5500373840332,makeup_04.jpg,04,15.319552421569824,-39.23048496246338,-38.01723041534424,5
FFHQ,000031,54.5500373840332,makeup_05.jpg,05,17.091161727905273,-37.45887565612793,-38.01723041534424,5
FFHQ,000033,13.745627403259277,makeup_01.jpg,01,39.691776275634766,25.94614887237549,8.093010902404785,5
FFHQ,000033,13.745627403259277,makeup_02.jpg,02,16.47539520263672,2.7297677993774414,8.093010902404785,5
FFHQ,000033,13.745627403259277,makeup_03.jpg,03,16.607864379882812,2.862236976623535,8.093010902404785,5
FFHQ,000033,13.745627403259277,makeup_04.jpg,04,20.136137008666992,6.390509605407715,8.093010902404785,5
FFHQ,000033,13.745627403259277,makeup_05.jpg,05,16.282018661499023,2.536391258239746,8.093010902404785,5
FFHQ,000036,56.6568717956543,makeup_01.jpg,01,23.597667694091797,-33.0592041015625,-34.18257179260254,5
FFHQ,000036,56.6568717956543,makeup_02.jpg,02,19.19050407409668,-37.46636772155762,-34.18257179260254,5
FFHQ,000036,56.6568717956543,makeup_03.jpg,03,21.399826049804688,-35.25704574584961,-34.18257179260254,5
FFHQ,000036,56.6568717956543,makeup_04.jpg,04,26.953428268432617,-29.70344352722168,-34.18257179260254,5
FFHQ,000036,56.6568717956543,makeup_05.jpg,05,21.230073928833008,-35.42679786682129,-34.18257179260254,5
FFHQ,000037,25.597387313842773,makeup_01.jpg,01,21.178115844726562,-4.419271469116211,1.7664836883544908,5
FFHQ,000037,25.597387313842773,makeup_02.jpg,02,26.902202606201172,1.3048152923583984,1.7664836883544908,5
FFHQ,000037,25.597387313842773,makeup_03.jpg,03,25.192197799682617,-0.40518951416015625,1.7664836883544908,5
FFHQ,000037,25.597387313842773,makeup_04.jpg,04,38.560997009277344,12.96360969543457,1.7664836883544908,5
FFHQ,000037,25.597387313842773,makeup_05.jpg,05,24.985841751098633,-0.6115455627441406,1.7664836883544908,5
FFHQ,000045,21.483518600463867,makeup_01.jpg,01,17.305389404296875,-4.178129196166992,-4.283881950378419,5
FFHQ,000045,21.483518600463867,makeup_02.jpg,02,16.83466148376465,-4.648857116699219,-4.283881950378419,5
FFHQ,000045,21.483518600463867,makeup_03.jpg,03,17.19659423828125,-4.286924362182617,-4.283881950378419,5
FFHQ,000045,21.483518600463867,makeup_04.jpg,04,14.699923515319824,-6.783595085144043,-4.283881950378419,5
FFHQ,000045,21.483518600463867,makeup_05.jpg,05,19.96161460876465,-1.5219039916992188,-4.283881950378419,5
FFHQ,000046,33.640010833740234,makeup_01.jpg,01,23.982378005981445,-9.657632827758789,-14.926382446289061,5
FFHQ,000046,33.640010833740234,makeup_02.jpg,02,17.47285270690918,-16.167158126831055,-14.926382446289061,5
FFHQ,000046,33.640010833740234,makeup_03.jpg,03,14.57229232788086,-19.067718505859375,-14.926382446289061,5
FFHQ,000046,33.640010833740234,makeup_04.jpg,04,18.3349609375,-15.305049896240234,-14.926382446289061,5
FFHQ,000046,33.640010833740234,makeup_05.jpg,05,19.205657958984375,-14.43435287475586,-14.926382446289061,5
FFHQ,000049,55.38643264770508,makeup_01.jpg,01,37.1254768371582,-18.260955810546875,-20.843835830688477,5
FFHQ,000049,55.38643264770508,makeup_02.jpg,02,18.374494552612305,-37.01193809509277,-20.843835830688477,5
FFHQ,000049,55.38643264770508,makeup_03.jpg,03,34.5689582824707,-20.817474365234375,-20.843835830688477,5
FFHQ,000049,55.38643264770508,makeup_04.jpg,04,46.18223571777344,-9.20419692993164,-20.843835830688477,5
FFHQ,000049,55.38643264770508,makeup_05.jpg,05,36.46181869506836,-18.92461395263672,-20.843835830688477,5
FFHQ,000050,4.300407409667969,makeup_01.jpg,01,9.453132629394531,5.1527252197265625,2.699704647064209,5
FFHQ,000050,4.300407409667969,makeup_02.jpg,02,7.516622543334961,3.216215133666992,2.699704647064209,5
FFHQ,000050,4.300407409667969,makeup_03.jpg,03,5.679744243621826,1.3793368339538574,2.699704647064209,5
FFHQ,000050,4.300407409667969,makeup_04.jpg,04,6.759511947631836,2.459104537963867,2.699704647064209,5
FFHQ,000050,4.300407409667969,makeup_05.jpg,05,5.591548919677734,1.2911415100097656,2.699704647064209,5
FFHQ,000051,8.343615531921387,makeup_01.jpg,01,13.911274909973145,5.567659378051758,3.082299995422364,5
FFHQ,000051,8.343615531921387,makeup_02.jpg,02,11.841901779174805,3.498286247253418,3.082299995422364,5
FFHQ,000051,8.343615531921387,makeup_03.jpg,03,8.8222074508667,0.4785919189453125,3.082299995422364,5
FFHQ,000051,8.343615531921387,makeup_04.jpg,04,11.82266902923584,3.479053497314453,3.082299995422364,5
FFHQ,000051,8.343615531921387,makeup_05.jpg,05,10.731524467468262,2.387908935546875,3.082299995422364,5
FFHQ,000052,52.88264083862305,makeup_01.jpg,01,21.366270065307617,-31.51637077331543,-29.269579696655274,5
FFHQ,000052,52.88264083862305,makeup_02.jpg,02,27.05156135559082,-25.831079483032227,-29.269579696655274,5
FFHQ,000052,52.88264083862305,makeup_03.jpg,03,26.01124382019043,-26.871397018432617,-29.269579696655274,5
FFHQ,000052,52.88264083862305,makeup_04.jpg,04,25.401987075805664,-27.480653762817383,-29.269579696655274,5
FFHQ,000052,52.88264083862305,makeup_05.jpg,05,18.234243392944336,-34.64839744567871,-29.269579696655274,5
FFHQ,000053,17.914201736450195,makeup_01.jpg,01,20.929418563842773,3.015216827392578,0.8186258316040025,5
FFHQ,000053,17.914201736450195,makeup_02.jpg,02,22.01470947265625,4.100507736206055,0.8186258316040025,5
FFHQ,000053,17.914201736450195,makeup_03.jpg,03,15.307177543640137,-2.6070241928100586,0.8186258316040025,5
FFHQ,000053,17.914201736450195,makeup_04.jpg,04,18.648225784301758,0.7340240478515625,0.8186258316040025,5
FFHQ,000053,17.914201736450195,makeup_05.jpg,05,16.764606475830078,-1.1495952606201172,0.8186258316040025,5
FFHQ,000055,11.124082565307617,makeup_01.jpg,01,21.371719360351562,10.247636795043945,3.102580642700195,5
FFHQ,000055,11.124082565307617,makeup_02.jpg,02,16.099822998046875,4.975740432739258,3.102580642700195,5
FFHQ,000055,11.124082565307617,makeup_03.jpg,03,11.969547271728516,0.8454647064208984,3.102580642700195,5
FFHQ,000055,11.124082565307617,makeup_04.jpg,04,12.595366477966309,1.4712839126586914,3.102580642700195,5
FFHQ,000055,11.124082565307617,makeup_05.jpg,05,9.0968599319458,-2.0272226333618164,3.102580642700195,5
FFHQ,000059,22.811908721923828,makeup_01.jpg,01,20.320741653442383,-2.4911670684814453,-4.771831893920897,5
FFHQ,000059,22.811908721923828,makeup_02.jpg,02,16.751750946044922,-6.060157775878906,-4.771831893920897,5
FFHQ,000059,22.811908721923828,makeup_03.jpg,03,20.36163330078125,-2.450275421142578,-4.771831893920897,5
FFHQ,000059,22.811908721923828,makeup_04.jpg,04,15.76325798034668,-7.048650741577148,-4.771831893920897,5
FFHQ,000059,22.811908721923828,makeup_05.jpg,05,17.003000259399414,-5.808908462524414,-4.771831893920897,5
FFHQ,000062,72.84687042236328,makeup_01.jpg,01,42.3550910949707,-30.491779327392578,-47.896593475341795,5
FFHQ,000062,72.84687042236328,makeup_02.jpg,02,20.2544002532959,-52.59247016906738,-47.896593475341795,5
FFHQ,000062,72.84687042236328,makeup_03.jpg,03,15.728668212890625,-57.118202209472656,-47.896593475341795,5
FFHQ,000062,72.84687042236328,makeup_04.jpg,04,24.289640426635742,-48.55722999572754,-47.896593475341795,5
FFHQ,000062,72.84687042236328,makeup_05.jpg,05,22.123584747314453,-50.72328567504883,-47.896593475341795,5
FFHQ,000065,18.822134017944336,makeup_01.jpg,01,11.465474128723145,-7.356659889221191,-7.46756591796875,5
FFHQ,000065,18.822134017944336,makeup_02.jpg,02,11.705349922180176,-7.11678409576416,-7.46756591796875,5
FFHQ,000065,18.822134017944336,makeup_03.jpg,03,13.642912864685059,-5.179221153259277,-7.46756591796875,5
FFHQ,000065,18.822134017944336,makeup_04.jpg,04,9.010096549987793,-9.812037467956543,-7.46756591796875,5
FFHQ,000065,18.822134017944336,makeup_05.jpg,05,10.949007034301758,-7.873126983642578,-7.46756591796875,5
FFHQ,000066,17.38846778869629,makeup_01.jpg,01,22.95094108581543,5.562473297119141,0.43685588836670064,5
FFHQ,000066,17.38846778869629,makeup_02.jpg,02,17.133821487426758,-0.25464630126953125,0.43685588836670064,5
FFHQ,000066,17.38846778869629,makeup_03.jpg,03,15.213793754577637,-2.1746740341186523,0.43685588836670064,5
FFHQ,000066,17.38846778869629,makeup_04.jpg,04,18.035268783569336,0.6468009948730469,0.43685588836670064,5
FFHQ,000066,17.38846778869629,makeup_05.jpg,05,15.792793273925781,-1.5956745147705078,0.43685588836670064,5
FFHQ,000067,33.40668869018555,makeup_01.jpg,01,22.66436767578125,-10.742321014404297,-10.203530883789064,5
FFHQ,000067,33.40668869018555,makeup_02.jpg,02,26.557823181152344,-6.848865509033203,-10.203530883789064,5
FFHQ,000067,33.40668869018555,makeup_03.jpg,03,23.421358108520508,-9.985330581665039,-10.203530883789064,5
FFHQ,000067,33.40668869018555,makeup_04.jpg,04,21.243898391723633,-12.162790298461914,-10.203530883789064,5
FFHQ,000067,33.40668869018555,makeup_05.jpg,05,22.128341674804688,-11.27834701538086,-10.203530883789064,5
FFHQ,000071,5.467705249786377,makeup_01.jpg,01,10.82620620727539,5.358500957489014,2.879343414306641,5
FFHQ,000071,5.467705249786377,makeup_02.jpg,02,6.367676734924316,0.8999714851379395,2.879343414306641,5
FFHQ,000071,5.467705249786377,makeup_03.jpg,03,9.320300102233887,3.8525948524475098,2.879343414306641,5
FFHQ,000071,5.467705249786377,makeup_04.jpg,04,7.178890705108643,1.7111854553222656,2.879343414306641,5
FFHQ,000071,5.467705249786377,makeup_05.jpg,05,8.042169570922852,2.5744643211364746,2.879343414306641,5
FFHQ,000072,6.753317356109619,makeup_01.jpg,01,15.28296947479248,8.529652118682861,5.994684886932372,5
FFHQ,000072,6.753317356109619,makeup_02.jpg,02,14.76017951965332,8.006862163543701,5.994684886932372,5
FFHQ,000072,6.753317356109619,makeup_03.jpg,03,13.659256935119629,6.90593957901001,5.994684886932372,5
FFHQ,000072,6.753317356109619,makeup_04.jpg,04,9.158774375915527,2.405457019805908,5.994684886932372,5
FFHQ,000072,6.753317356109619,makeup_05.jpg,05,10.878830909729004,4.125513553619385,5.994684886932372,5
FFHQ,000073,14.501212120056152,makeup_01.jpg,01,12.148179054260254,-2.3530330657958984,-2.4069957733154297,5
FFHQ,000073,14.501212120056152,makeup_02.jpg,02,11.684781074523926,-2.8164310455322266,-2.4069957733154297,5
FFHQ,000073,14.501212120056152,makeup_03.jpg,03,11.006668090820312,-3.49454402923584,-2.4069957733154297,5
FFHQ,000073,14.501212120056152,makeup_04.jpg,04,12.949414253234863,-1.551797866821289,-2.4069957733154297,5
FFHQ,000073,14.501212120056152,makeup_05.jpg,05,12.682039260864258,-1.8191728591918945,-2.4069957733154297,5
FFHQ,000074,36.0877571105957,makeup_01.jpg,01,14.04944133758545,-22.038315773010254,-22.34367446899414,5
FFHQ,000074,36.0877571105957,makeup_02.jpg,02,12.967791557312012,-23.11996555328369,-22.34367446899414,5
FFHQ,000074,36.0877571105957,makeup_03.jpg,03,10.031956672668457,-26.055800437927246,-22.34367446899414,5
FFHQ,000074,36.0877571105957,makeup_04.jpg,04,14.160536766052246,-21.927220344543457,-22.34367446899414,5
FFHQ,000074,36.0877571105957,makeup_05.jpg,05,17.51068687438965,-18.577070236206055,-22.34367446899414,5
FFHQ,000075,50.47867965698242,makeup_01.jpg,01,23.728254318237305,-26.750425338745117,-29.994548416137697,5
FFHQ,000075,50.47867965698242,makeup_02.jpg,02,18.535125732421875,-31.943553924560547,-29.994548416137697,5
FFHQ,000075,50.47867965698242,makeup_03.jpg,03,19.368284225463867,-31.110395431518555,-29.994548416137697,5
FFHQ,000075,50.47867965698242,makeup_04.jpg,04,22.679813385009766,-27.798866271972656,-29.994548416137697,5
FFHQ,000075,50.47867965698242,makeup_05.jpg,05,18.10917854309082,-32.3695011138916,-29.994548416137697,5
FFHQ,000076,16.777849197387695,makeup_01.jpg,01,17.97234535217285,1.1944961547851562,0.34730358123779226,5
FFHQ,000076,16.777849197387695,makeup_02.jpg,02,19.937402725219727,3.1595535278320312,0.34730358123779226,5
FFHQ,000076,16.777849197387695,makeup_03.jpg,03,15.76516056060791,-1.0126886367797852,0.34730358123779226,5
FFHQ,000076,16.777849197387695,makeup_04.jpg,04,17.114086151123047,0.33623695373535156,0.34730358123779226,5
FFHQ,000076,16.777849197387695,makeup_05.jpg,05,14.836769104003906,-1.941080093383789,0.34730358123779226,5
FFHQ,000077,25.124841690063477,makeup_01.jpg,01,25.299346923828125,0.17450523376464844,0.2240722656250007,5
FFHQ,000077,25.124841690063477,makeup_02.jpg,02,24.418153762817383,-0.7066879272460938,0.2240722656250007,5
FFHQ,000077,25.124841690063477,makeup_03.jpg,03,24.8042049407959,-0.3206367492675781,0.2240722656250007,5
FFHQ,000077,25.124841690063477,makeup_04.jpg,04,24.942644119262695,-0.18219757080078125,0.2240722656250007,5
FFHQ,000077,25.124841690063477,makeup_05.jpg,05,27.28022003173828,2.1553783416748047,0.2240722656250007,5
FFHQ,000078,52.28081130981445,makeup_01.jpg,01,31.95891761779785,-20.3218936920166,-20.956135749816895,5
FFHQ,000078,52.28081130981445,makeup_02.jpg,02,41.89585494995117,-10.384956359863281,-20.956135749816895,5
FFHQ,000078,52.28081130981445,makeup_03.jpg,03,15.693598747253418,-36.587212562561035,-20.956135749816895,5
FFHQ,000078,52.28081130981445,makeup_04.jpg,04,27.350866317749023,-24.92994499206543,-20.956135749816895,5
FFHQ,000078,52.28081130981445,makeup_05.jpg,05,39.72414016723633,-12.556671142578125,-20.956135749816895,5
FFHQ,000079,69.61620330810547,makeup_01.jpg,01,55.0960578918457,-14.520145416259766,-19.039443969726562,5
FFHQ,000079,69.61620330810547,makeup_02.jpg,02,45.21027374267578,-24.405929565429688,-19.039443969726562,5
FFHQ,000079,69.61620330810547,makeup_03.jpg,03,52.03107833862305,-17.585124969482422,-19.039443969726562,5
FFHQ,000079,69.61620330810547,makeup_04.jpg,04,44.728633880615234,-24.887569427490234,-19.039443969726562,5
FFHQ,000079,69.61620330810547,makeup_05.jpg,05,55.817752838134766,-13.798450469970703,-19.039443969726562,5
FFHQ,000081,49.139461517333984,makeup_01.jpg,01,32.366233825683594,-16.77322769165039,-10.138751602172853,5
FFHQ,000081,49.139461517333984,makeup_02.jpg,02,46.73176193237305,-2.4076995849609375,-10.138751602172853,5
FFHQ,000081,49.139461517333984,makeup_03.jpg,03,43.097049713134766,-6.042411804199219,-10.138751602172853,5
FFHQ,000081,49.139461517333984,makeup_04.jpg,04,30.56618309020996,-18.573278427124023,-10.138751602172853,5
FFHQ,000081,49.139461517333984,makeup_05.jpg,05,42.2423210144043,-6.8971405029296875,-10.138751602172853,5
FFHQ,000084,57.71183776855469,makeup_01.jpg,01,15.676192283630371,-42.035645484924316,-43.109388732910155,5
FFHQ,000084,57.71183776855469,makeup_02.jpg,02,14.731534957885742,-42.980302810668945,-43.109388732910155,5
FFHQ,000084,57.71183776855469,makeup_03.jpg,03,16.312828063964844,-41.399009704589844,-43.109388732910155,5
FFHQ,000084,57.71183776855469,makeup_04.jpg,04,14.113385200500488,-43.5984525680542,-43.109388732910155,5
FFHQ,000084,57.71183776855469,makeup_05.jpg,05,12.178304672241211,-45.53353309631348,-43.109388732910155,5
FFHQ,000085,11.020979881286621,makeup_01.jpg,01,24.60776138305664,13.58678150177002,7.475732231140135,5
FFHQ,000085,11.020979881286621,makeup_02.jpg,02,18.61321449279785,7.5922346115112305,7.475732231140135,5
FFHQ,000085,11.020979881286621,makeup_03.jpg,03,10.914070129394531,-0.10690975189208984,7.475732231140135,5
FFHQ,000085,11.020979881286621,makeup_04.jpg,04,16.84897804260254,5.827998161315918,7.475732231140135,5
